n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
393,FFF,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,24.0,0.0,83.0,CMA,222.0,0.0,4869.0
394,DDD,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,Pass,243.0,0.0,44.0,Exam,128.2432009680228,100.0,802.0
395,CCC,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,229.0,0.0,82.0,Exam,240.0,100.0,2822.0
396,GGG,F,Wales,Lower Than A Level,40-50%,0-35,0,30,N,Pass,212.0,0.0,80.0,CMA,229.0,0.0,496.0
397,FFF,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,47.0,0.0,48.0,TMA,47.0,12.5,5175.0
398,GGG,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,150,N,Pass,172.0,0.0,80.0,CMA,229.0,0.0,1028.0
399,BBB,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,210.0,0.0,100.0,CMA,208.0,1.0,2881.0
400,CCC,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,206.0,0.0,74.0,TMA,207.0,22.0,947.0
401,BBB,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,38.0,0.0,72.0,TMA,40.0,18.0,620.0
402,DDD,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,24.0,0.0,90.0,TMA,25.0,7.5,1178.0
403,FFF,M,London Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,46.0,0.0,88.0,TMA,47.0,12.5,4043.0
404,DDD,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,146.0,0.0,73.0,TMA,146.0,25.0,697.0
405,FFF,F,Ireland,A Level or Equivalent,30-40%,0-35,0,75,N,Fail,52.0,0.0,96.0,TMA,52.0,12.5,1598.0
406,FFF,F,Scotland,Lower Than A Level,60-70%,35-55,1,120,N,Pass,129.0,0.0,79.0,TMA,131.0,25.0,4007.0
407,FFF,M,South Region,HE Qualification,90-100%,0-35,0,120,N,Pass,224.0,0.0,75.0,CMA,227.0,0.0,1950.0
408,BBB,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,127.0,0.0,54.0,TMA,124.0,18.0,5906.0
409,GGG,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,93.0,0.0,100.0,CMA,229.0,0.0,2027.0
410,FFF,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,138.0,0.0,80.0,TMA,131.0,25.0,2871.0
411,DDD,M,South Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail,88.0,0.0,52.0,TMA,88.0,17.5,1951.0
412,FFF,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,19.0,0.0,100.0,CMA,241.0,0.0,6675.0
413,GGG,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,172.0,0.0,55.0,TMA,173.0,0.0,1043.0
414,DDD,M,Ireland,HE Qualification,30-40%,35-55,1,120,N,Fail,116.0,0.0,72.0,TMA,116.0,15.0,5430.0
415,DDD,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,40.0,0.0,85.0,TMA,41.0,10.0,4295.0
416,BBB,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,Y,Fail,210.0,0.0,20.0,CMA,208.0,1.0,357.0
417,DDD,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Pass,241.0,0.0,82.0,Exam,261.0,100.0,3317.0
418,DDD,M,South Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,53.0,0.0,60.0,TMA,53.0,12.5,515.0
419,DDD,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,117.0,0.0,52.0,TMA,116.0,15.0,1659.0
420,DDD,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,207.0,0.0,58.0,TMA,207.0,20.0,2368.0
421,BBB,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,49.0,0.0,80.0,CMA,47.0,1.0,534.0
422,EEE,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,32.0,0.0,86.0,TMA,32.0,9.0,1401.0
423,FFF,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,150.0,0.0,85.0,CMA,222.0,0.0,3327.0
424,BBB,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,18.0,0.0,59.0,TMA,19.0,5.0,2417.0
425,DDD,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,74.0,0.0,79.0,TMA,74.0,17.5,1772.0
426,BBB,F,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass,39.0,0.0,84.0,TMA,40.0,18.0,991.0
427,BBB,M,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,114.50149286847804,0.0,75.40245881057695,TMA,128.2432009680228,13.38370096324987,37.0
428,BBB,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,44.0,0.0,78.0,TMA,47.0,18.0,1752.0
429,FFF,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,196.0,0.0,67.0,CMA,236.0,0.0,1578.0
430,DDD,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,40.0,0.0,65.0,TMA,41.0,10.0,396.0
431,DDD,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,69.0,0.0,100.0,CMA,67.0,7.0,11539.0
432,FFF,M,South West Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,89.0,0.0,87.0,TMA,89.0,25.0,12077.0
433,CCC,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,69.0,0.0,81.0,CMA,67.0,7.0,3078.0
434,BBB,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,133.0,0.0,80.0,CMA,131.0,1.0,233.0
435,FFF,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,47.0,0.0,89.0,CMA,236.0,0.0,6171.0
436,GGG,M,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,75.0,0.0,50.0,TMA,61.0,0.0,90.0
437,FFF,M,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,234.0,0.0,82.0,CMA,236.0,0.0,3238.0
438,BBB,F,London Region,HE Qualification,20-30%,0-35,1,270,N,Pass,163.0,0.0,57.0,TMA,159.0,18.0,1734.0
439,BBB,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,18.0,0.0,83.0,TMA,19.0,5.0,70.0
440,GGG,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,144.0,0.0,100.0,CMA,222.0,0.0,565.0
441,FFF,M,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,141.0,0.0,43.0,TMA,131.0,25.0,4164.0
442,EEE,M,Scotland,HE Qualification,30-40%,35-55,0,30,N,Pass,142.0,0.0,78.0,TMA,131.0,28.0,1651.0
443,FFF,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,210.0,0.0,85.0,CMA,236.0,0.0,6816.0
444,FFF,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,180,Y,Fail,207.0,0.0,58.0,CMA,227.0,0.0,2987.0
445,BBB,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,119.0,0.0,80.0,CMA,117.0,1.0,493.0
446,FFF,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,66.0,0.0,75.0,CMA,227.0,0.0,2702.0
447,BBB,F,Wales,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-1.0,1.0,80.0,CMA,54.0,1.0,486.0
448,FFF,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,107.0,0.0,88.0,TMA,89.0,25.0,4403.0
449,CCC,M,North Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,157.0,0.0,95.0,TMA,158.0,22.0,444.0
450,DDD,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,52.0,0.0,79.0,TMA,53.0,10.0,2896.0
451,FFF,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,51.0,0.0,94.0,TMA,52.0,12.5,5997.0
452,DDD,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,147.0,0.0,69.0,CMA,144.0,8.0,4428.0
453,BBB,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,56.0,0.0,58.0,TMA,47.0,18.0,316.0
454,GGG,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,152.0,0.0,100.0,CMA,222.0,0.0,653.0
455,DDD,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,20.0,0.0,77.0,TMA,25.0,10.0,1496.0
456,CCC,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,20.0,0.0,50.0,CMA,18.0,2.0,847.0
457,DDD,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,244.0,0.0,70.0,Exam,128.2432009680228,100.0,28615.0
458,FFF,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,173.0,0.0,75.0,CMA,241.0,0.0,2481.0
459,BBB,F,Wales,HE Qualification,60-70%,0-35,0,120,N,Pass,109.0,0.0,72.0,TMA,110.0,20.0,1227.0
460,FFF,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,214.0,0.0,75.0,CMA,241.0,0.0,3279.0
461,FFF,F,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,203.0,0.0,74.0,CMA,222.0,0.0,3673.0
462,DDD,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,111.0,0.0,53.0,TMA,111.0,25.0,371.0
463,CCC,M,Scotland,A Level or Equivalent,80-90%,0-35,1,30,N,Fail,32.0,0.0,86.0,TMA,32.0,9.0,3297.0
464,CCC,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,106.0,0.0,79.0,TMA,96.0,25.0,3941.0
465,BBB,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,204.0,0.0,80.0,TMA,208.0,18.0,4689.0
466,EEE,F,Ireland,HE Qualification,70-80%,0-35,0,120,N,Pass,158.0,0.0,73.0,TMA,159.0,28.0,1345.0
467,BBB,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,133.0,0.0,60.0,CMA,131.0,1.0,85.0
468,DDD,M,South Region,Lower Than A Level,40-50%,35-55,0,150,N,Fail,119.0,0.0,42.0,TMA,111.0,25.0,629.0
469,DDD,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,62.0,0.0,40.0,TMA,62.0,10.0,286.0
470,CCC,F,East Anglian Region,HE Qualification,40-50%,35-55,0,90,N,Pass,147.0,0.0,92.0,CMA,144.0,8.0,5100.0
471,FFF,F,London Region,Lower Than A Level,50-60%,0-35,1,180,N,Pass,139.0,0.0,40.0,TMA,131.0,25.0,4340.0
472,GGG,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,160.0,0.0,100.0,CMA,229.0,0.0,533.0
473,BBB,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,210.0,0.0,60.0,CMA,208.0,1.0,613.0
474,EEE,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,136.0,0.0,64.0,TMA,131.0,28.0,1369.0
475,EEE,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,159.0,0.0,94.0,TMA,159.0,28.0,4888.0
476,BBB,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,189.0,0.0,100.0,CMA,187.0,1.0,229.0
477,BBB,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,60.0,0.0,42.0,TMA,54.0,10.0,19.0
478,BBB,F,South Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass,126.0,0.0,100.0,CMA,124.0,1.0,495.0
479,BBB,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,19.0,0.0,54.0,TMA,19.0,5.0,334.0
480,FFF,M,North Region,HE Qualification,30-40%,0-35,0,120,N,Pass,236.0,0.0,96.0,CMA,236.0,0.0,2232.0
481,BBB,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,39.0,0.0,79.0,TMA,40.0,18.0,189.0
482,CCC,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,33.0,0.0,88.0,TMA,33.0,16.0,4099.0
483,EEE,F,Ireland,HE Qualification,70-80%,0-35,0,120,N,Pass,30.0,0.0,94.0,TMA,33.0,16.0,1345.0
484,FFF,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Pass,93.0,0.0,74.0,CMA,241.0,0.0,5696.0
485,DDD,F,South Region,A Level or Equivalent,90-100%,0-35,1,60,Y,Fail,39.0,0.0,55.0,TMA,41.0,10.0,2919.0
486,CCC,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass,20.0,0.0,70.0,CMA,18.0,2.0,9223.0
487,DDD,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,115.0,0.0,68.0,TMA,116.0,20.0,691.0
488,FFF,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,44.0,0.0,82.0,TMA,52.0,12.5,2126.0
489,BBB,F,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,88.0,0.0,75.0,TMA,89.0,18.0,397.0
490,FFF,M,Scotland,HE Qualification,10-20,35-55,0,180,N,Pass,51.0,0.0,90.0,TMA,52.0,12.5,9631.0
491,DDD,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,116.0,0.0,78.0,TMA,116.0,20.0,1390.0
492,BBB,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,186.0,0.0,58.0,TMA,187.0,18.0,2443.0
493,EEE,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,69.0,0.0,94.0,TMA,68.0,28.0,3608.0
494,DDD,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,62.0,0.0,65.0,TMA,62.0,10.0,682.0
495,EEE,M,Wales,HE Qualification,90-100%,0-35,0,30,N,Pass,244.0,0.0,88.0,Exam,128.2432009680228,100.0,3874.0
496,BBB,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,224.0,0.0,100.0,CMA,229.0,0.0,2239.0
497,DDD,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,90.0,0.0,76.0,TMA,81.0,12.5,625.0
498,DDD,M,South East Region,No Formal quals,20-30%,0-35,0,60,N,Pass,21.0,0.0,78.0,CMA,18.0,2.0,1808.0
499,FFF,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,143.0,0.0,73.0,CMA,241.0,0.0,5243.0
500,EEE,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,166.0,0.0,94.0,TMA,166.0,28.0,4417.0
