n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
393,FFF,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,32.0,0.0,97.0,CMA,227.0,0.0,8637.0
394,FFF,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,96.0,0.0,69.0,CMA,227.0,0.0,1194.0
395,FFF,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,208.0,0.0,92.0,CMA,222.0,0.0,1892.0
396,FFF,M,Ireland,HE Qualification,30-40%,35-55,1,60,N,Pass,37.0,0.0,83.0,CMA,222.0,0.0,3211.0
397,BBB,F,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,15.0,0.0,76.0,TMA,19.0,5.0,522.0
398,GGG,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,49.0,0.0,65.0,TMA,61.0,0.0,360.0
399,CCC,F,North Region,HE Qualification,30-40%,0-35,0,90,N,Pass,149.0,0.0,100.0,TMA,151.0,22.0,6059.0
400,FFF,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,16.0,0.0,88.0,TMA,19.0,12.5,3716.0
401,EEE,M,South Region,HE Qualification,20-30%,35-55,0,60,N,Pass,68.0,0.0,76.0,TMA,68.0,28.0,2377.0
402,EEE,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,130.0,0.0,64.0,TMA,131.0,28.0,2753.0
403,DDD,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,198.0,0.0,89.0,TMA,200.0,15.0,1397.0
404,CCC,F,East Midlands Region,No Formal quals,0-10%,0-35,0,60,N,Pass,244.0,0.0,46.0,Exam,128.2432009680228,100.0,798.0
405,FFF,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass,131.0,0.0,84.0,TMA,131.0,25.0,4473.0
406,CCC,M,Ireland,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,151.0,0.0,24.0,TMA,173.0,25.0,17482.0
407,EEE,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,124.0,0.0,88.0,TMA,124.0,28.0,2238.0
408,FFF,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,210.0,0.0,68.0,CMA,241.0,0.0,1497.0
409,BBB,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,164.0,0.0,100.0,CMA,159.0,1.0,351.0
410,BBB,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,60.0,0.0,100.0,CMA,54.0,1.0,14172.0
411,BBB,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,60.0,0.0,80.0,CMA,54.0,1.0,396.0
412,BBB,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,46.0,0.0,90.0,TMA,47.0,18.0,1188.0
413,CCC,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,98.0,0.0,93.0,TMA,102.0,22.0,3063.0
414,FFF,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,86.0,0.0,78.0,TMA,87.0,25.0,2346.0
415,FFF,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,181.0,0.0,87.0,CMA,241.0,0.0,6268.0
416,BBB,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Pass,49.0,0.0,100.0,CMA,47.0,1.0,598.0
417,GGG,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,221.0,0.0,40.0,CMA,229.0,0.0,253.0
418,CCC,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,231.0,0.0,82.0,Exam,240.0,100.0,7058.0
419,BBB,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,89.0,0.0,94.0,TMA,89.0,18.0,1477.0
420,EEE,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,158.0,0.0,65.0,TMA,159.0,28.0,2666.0
421,EEE,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,207.0,0.0,92.0,CMA,222.0,0.0,10168.0
422,CCC,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,151.0,0.0,60.0,TMA,151.0,22.0,2578.0
423,BBB,M,Wales,Lower Than A Level,10-20,35-55,0,90,N,Pass,95.0,0.0,100.0,CMA,89.0,1.0,401.0
424,BBB,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,168.0,0.0,100.0,CMA,166.0,1.0,793.0
425,DDD,M,South West Region,A Level or Equivalent,0-10%,0-35,2,90,N,Pass,61.0,0.0,39.0,TMA,53.0,10.0,854.0
426,FFF,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,142.0,0.0,93.0,CMA,236.0,0.0,3177.0
427,BBB,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,166.0,0.0,74.0,TMA,166.0,18.0,856.0
428,DDD,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,155.0,0.0,70.0,TMA,146.0,25.0,765.0
429,CCC,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,244.0,0.0,92.0,Exam,128.2432009680228,100.0,2753.0
430,AAA,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,52.0,0.0,60.0,TMA,54.0,20.0,2094.0
431,EEE,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Pass,149.0,0.0,87.0,TMA,151.0,22.0,2502.0
432,BBB,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,194.0,0.0,65.0,TMA,194.0,18.0,401.0
433,FFF,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,95.0,0.0,72.0,TMA,96.0,25.0,2861.0
434,CCC,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,69.0,0.0,69.0,CMA,67.0,7.0,2081.0
435,GGG,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,201.0,0.0,20.0,CMA,229.0,0.0,851.0
436,DDD,M,South West Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,27.0,0.0,79.0,TMA,25.0,10.0,398.0
437,EEE,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,209.0,0.0,52.0,CMA,207.0,8.0,1768.0
438,FFF,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,131.0,0.0,93.0,TMA,131.0,25.0,3360.0
439,CCC,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,108.0,0.0,83.0,TMA,109.0,22.0,1471.0
440,FFF,M,North Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,196.0,0.0,83.0,CMA,236.0,0.0,3928.0
441,CCC,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,150.0,0.0,90.0,TMA,151.0,15.0,2822.0
442,CCC,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,21.0,0.0,89.0,CMA,18.0,2.0,594.0
443,GGG,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,Y,Pass,180.0,0.0,70.0,TMA,173.0,0.0,854.0
444,BBB,F,Wales,Lower Than A Level,30-40%,35-55,1,60,N,Pass,133.0,0.0,80.0,CMA,131.0,1.0,1330.0
445,EEE,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,67.0,0.0,95.0,TMA,68.0,28.0,2124.0
446,BBB,M,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,112.0,0.0,79.0,TMA,117.0,18.0,799.0
447,BBB,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,74.0,0.0,62.0,TMA,47.0,18.0,305.0
448,GGG,F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,222.0,0.0,100.0,CMA,229.0,0.0,445.0
449,BBB,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,47.0,0.0,77.0,TMA,47.0,18.0,210.0
450,BBB,M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,201.0,0.0,78.0,TMA,201.0,35.0,808.0
451,BBB,F,North Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,82.0,0.0,85.0,TMA,82.0,18.0,8706.0
452,BBB,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,208.0,0.0,68.0,TMA,208.0,18.0,929.0
453,FFF,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,31.0,0.0,88.0,TMA,32.0,9.0,2471.0
454,BBB,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,201.0,0.0,58.0,TMA,201.0,35.0,1045.0
455,BBB,F,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,14.0,0.0,75.0,TMA,19.0,5.0,1060.0
456,DDD,F,North Western Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,237.0,0.0,89.0,Exam,261.0,100.0,3455.0
457,CCC,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,151.0,0.0,93.0,TMA,151.0,22.0,1729.0
458,CCC,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,67.0,0.0,77.0,TMA,68.0,28.0,4294.0
459,BBB,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,39.0,0.0,67.0,TMA,40.0,18.0,317.0
460,BBB,F,Wales,HE Qualification,20-30%,35-55,0,180,N,Pass,92.0,0.0,95.0,TMA,96.0,18.0,1355.0
461,FFF,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,172.0,0.0,94.0,TMA,173.0,25.0,3857.0
462,FFF,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,158.0,0.0,97.0,CMA,241.0,0.0,4018.0
463,BBB,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,56.0,0.0,80.0,CMA,54.0,1.0,562.0
464,BBB,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,81.0,0.0,85.0,TMA,89.0,18.0,8925.0
465,BBB,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,208.0,0.0,70.0,TMA,208.0,18.0,118.0
466,DDD,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,53.0,0.0,78.0,TMA,53.0,12.5,436.0
467,DDD,F,London Region,HE Qualification,10-20,35-55,1,120,N,Pass,169.0,0.0,35.0,TMA,151.0,15.0,1446.0
468,GGG,F,South East Region,HE Qualification,10-20,0-35,0,30,N,Pass,117.0,0.0,84.0,TMA,124.0,0.0,1001.0
469,BBB,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,165.0,0.0,60.0,TMA,166.0,18.0,158.0
470,BBB,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,126.0,0.0,100.0,CMA,124.0,1.0,226.0
471,EEE,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,151.0,0.0,49.0,TMA,151.0,22.0,2748.0
472,BBB,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,15.0,0.0,91.0,TMA,19.0,5.0,1256.0
473,DDD,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,40.0,0.0,80.0,TMA,41.0,10.0,910.0
474,FFF,M,South Region,HE Qualification,90-100%,0-35,0,120,N,Pass,223.0,0.0,71.0,CMA,227.0,0.0,1950.0
475,FFF,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,187.0,0.0,76.0,CMA,241.0,0.0,3679.0
476,GGG,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,223.0,0.0,100.0,CMA,222.0,0.0,239.0
477,DDD,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,236.0,0.0,69.0,Exam,241.0,100.0,423.0
478,BBB,F,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,168.0,0.0,100.0,CMA,166.0,1.0,1122.0
479,CCC,M,London Region,HE Qualification,40-50%,0-35,0,60,N,Pass,123.0,0.0,90.0,TMA,117.0,28.0,2358.0
480,GGG,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,220.0,0.0,80.0,CMA,229.0,0.0,1194.0
481,EEE,M,Ireland,HE Qualification,30-40%,0-35,0,30,N,Pass,152.0,0.0,79.0,TMA,152.0,28.0,3844.0
482,DDD,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,165.0,0.0,30.0,TMA,165.0,20.0,758.0
483,GGG,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,52.0,0.0,77.0,TMA,61.0,0.0,802.0
484,FFF,M,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,Pass,237.0,0.0,87.0,CMA,236.0,0.0,4037.0
485,FFF,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,126.0,0.0,96.0,TMA,131.0,25.0,6846.0
486,CCC,M,Ireland,HE Qualification,80-90%,35-55,0,30,N,Pass,199.0,0.0,100.0,TMA,200.0,22.0,3365.0
487,FFF,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,Y,Pass,19.0,0.0,74.0,TMA,19.0,12.5,1207.0
488,DDD,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,53.0,0.0,88.0,TMA,53.0,10.0,4744.0
489,FFF,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,205.0,0.0,79.0,CMA,241.0,0.0,1535.0
490,DDD,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,173.0,0.0,81.0,TMA,165.0,20.0,1013.0
491,FFF,M,North Region,HE Qualification,30-40%,0-35,0,60,N,Pass,184.0,0.0,81.0,CMA,241.0,0.0,2234.0
492,BBB,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,60.0,0.0,80.0,CMA,54.0,1.0,1009.0
493,AAA,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,215.0,0.0,60.0,TMA,215.0,30.0,4218.0
494,DDD,M,Wales,Lower Than A Level,10-20,0-35,0,90,N,Pass,60.0,0.0,74.0,TMA,53.0,12.5,967.0
495,DDD,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,122.0,0.0,93.0,TMA,123.0,20.0,2753.0
496,CCC,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,69.0,0.0,78.0,CMA,67.0,7.0,4785.0
497,FFF,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Pass,151.0,0.0,94.0,CMA,241.0,0.0,4593.0
498,EEE,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,129.0,0.0,88.0,CMA,236.0,0.0,3943.0
499,FFF,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass,171.0,0.0,91.0,TMA,171.0,25.0,4449.0
500,EEE,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,200.0,0.0,74.0,TMA,200.0,22.0,3004.0
501,FFF,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,94.0,0.0,79.0,TMA,96.0,25.0,2622.0
502,DDD,F,North Region,HE Qualification,30-40%,55<=,0,60,N,Pass,52.0,0.0,95.0,TMA,53.0,12.5,1994.0
503,DDD,M,Ireland,HE Qualification,30-40%,0-35,0,60,N,Pass,74.0,0.0,85.0,TMA,74.0,17.5,911.0
504,GGG,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,219.0,0.0,100.0,CMA,229.0,0.0,280.0
505,CCC,M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Pass,199.0,0.0,96.0,TMA,200.0,22.0,6375.0
506,BBB,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,187.0,0.0,86.0,TMA,187.0,18.0,2205.0
507,CCC,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,23.0,0.0,82.0,TMA,24.0,12.5,9555.0
508,DDD,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,111.0,0.0,79.0,TMA,111.0,25.0,1025.0
509,CCC,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,171.0,0.0,93.0,TMA,165.0,20.0,5101.0
510,BBB,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,119.0,0.0,100.0,CMA,117.0,1.0,2873.0
511,DDD,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,242.0,0.0,96.0,Exam,128.2432009680228,100.0,380.0
512,BBB,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,193.0,0.0,82.0,TMA,187.0,18.0,227.0
513,CCC,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,139.0,0.0,73.0,CMA,137.0,8.0,4052.0
514,DDD,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,146.0,0.0,86.0,TMA,146.0,25.0,512.0
515,DDD,F,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Pass,200.0,0.0,28.0,TMA,200.0,20.0,984.0
516,DDD,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,51.0,0.0,80.0,TMA,53.0,12.5,1268.0
517,DDD,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,36.0,0.0,90.0,TMA,41.0,10.0,1655.0
518,CCC,M,Ireland,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,69.0,0.0,96.0,CMA,67.0,7.0,2229.0
519,FFF,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,172.0,0.0,91.0,CMA,227.0,0.0,4341.0
520,DDD,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,21.0,0.0,78.0,CMA,18.0,2.0,1524.0
521,FFF,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,53.0,0.0,100.0,CMA,236.0,0.0,4899.0
522,DDD,F,North Region,A Level or Equivalent,40-50%,0-35,1,280,N,Pass,200.0,0.0,38.0,TMA,200.0,15.0,2482.0
523,BBB,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,18.0,0.0,75.0,TMA,19.0,5.0,440.0
524,FFF,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,44.0,0.0,68.0,CMA,241.0,0.0,4340.0
525,FFF,F,Wales,HE Qualification,80-90%,0-35,0,120,N,Pass,231.0,0.0,85.0,CMA,241.0,0.0,1956.0
526,EEE,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,43.0,0.0,80.0,TMA,33.0,16.0,1762.0
527,CCC,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,216.0,0.0,83.0,CMA,236.0,0.0,3888.0
528,FFF,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Pass,95.0,0.0,90.0,TMA,96.0,25.0,3198.0
529,BBB,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,18.0,0.0,63.0,TMA,19.0,5.0,665.0
530,FFF,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,18.0,0.0,88.0,TMA,19.0,12.5,2314.0
531,FFF,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,173.0,0.0,75.0,CMA,236.0,0.0,1281.0
532,FFF,M,North Western Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,59.0,0.0,100.0,CMA,227.0,0.0,6207.0
533,FFF,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,46.0,0.0,88.0,TMA,47.0,12.5,4645.0
534,CCC,M,Ireland,Post Graduate Qualification,30-40%,0-35,0,90,N,Pass,31.0,0.0,96.0,TMA,32.0,9.0,1452.0
535,FFF,F,Wales,Lower Than A Level,0-10%,0-35,0,90,N,Pass,228.0,0.0,55.0,CMA,227.0,0.0,2498.0
536,CCC,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,158.0,0.0,75.0,TMA,159.0,28.0,3383.0
537,BBB,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,102.0,0.0,100.0,CMA,96.0,1.0,196.0
538,BBB,F,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,18.0,0.0,62.0,TMA,19.0,5.0,540.0
539,DDD,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Pass,109.0,0.0,27.0,TMA,109.0,22.0,796.0
540,FFF,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,50.0,0.0,70.0,TMA,52.0,12.5,855.0
541,BBB,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,81.0,0.0,86.0,TMA,82.0,18.0,1338.0
542,GGG,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,200.0,0.0,100.0,CMA,229.0,0.0,453.0
543,CCC,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,20.0,0.0,50.0,CMA,18.0,2.0,1445.0
544,FFF,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass,200.0,0.0,69.0,TMA,200.0,22.0,12676.0
545,FFF,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,180,N,Pass,94.0,0.0,87.0,TMA,96.0,25.0,2911.0
546,DDD,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,234.0,0.0,96.0,Exam,128.2432009680228,100.0,1810.0
547,FFF,M,London Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass,224.0,0.0,91.0,CMA,227.0,0.0,3689.0
548,GGG,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,117.0,0.0,100.0,CMA,222.0,0.0,986.0
549,DDD,M,London Region,HE Qualification,40-50%,0-35,0,120,N,Pass,173.0,0.0,89.0,CMA,170.0,3.0,1048.0
550,FFF,M,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,219.0,0.0,88.0,CMA,241.0,0.0,6182.0
551,CCC,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,72.0,0.0,86.0,CMA,241.0,0.0,3930.0
552,GGG,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,171.0,0.0,80.0,CMA,229.0,0.0,1081.0
553,GGG,F,Wales,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,200.0,0.0,100.0,CMA,229.0,0.0,707.0
554,FFF,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,137.0,0.0,62.0,TMA,131.0,25.0,1823.0
555,GGG,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,203.0,0.0,80.0,CMA,229.0,0.0,834.0
556,FFF,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,165.0,0.0,85.0,CMA,222.0,0.0,2710.0
557,FFF,M,Ireland,HE Qualification,70-80%,0-35,0,90,N,Pass,96.0,0.0,69.0,TMA,94.0,25.0,3138.0
558,BBB,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,152.0,0.0,60.0,TMA,152.0,35.0,597.0
559,DDD,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,54.0,0.0,91.0,TMA,53.0,12.5,1987.0
560,FFF,F,South Region,HE Qualification,40-50%,0-35,0,60,N,Pass,189.0,0.0,89.0,CMA,241.0,0.0,6206.0
561,BBB,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,47.0,0.0,72.0,TMA,47.0,18.0,734.0
562,CCC,F,Scotland,HE Qualification,40-50%,35-55,0,90,N,Pass,20.0,0.0,70.0,CMA,18.0,2.0,11468.0
563,AAA,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,214.0,0.0,88.0,TMA,215.0,30.0,950.0
564,CCC,M,North Western Region,HE Qualification,0-10%,35-55,0,40,N,Pass,149.0,0.0,97.0,TMA,151.0,22.0,2039.0
565,CCC,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,64.0,0.0,88.0,TMA,68.0,28.0,3665.0
566,FFF,M,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,214.0,0.0,83.0,CMA,236.0,0.0,2530.0
567,FFF,M,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,131.0,0.0,39.0,TMA,131.0,25.0,1991.0
568,BBB,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,18.0,0.0,94.0,TMA,19.0,5.0,768.0
569,BBB,F,London Region,HE Qualification,10-20,0-35,0,60,N,Pass,177.0,0.0,85.0,TMA,166.0,18.0,1380.0
570,CCC,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,241.0,0.0,82.0,Exam,261.0,100.0,5101.0
571,CCC,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,165.0,0.0,82.0,TMA,165.0,20.0,1692.0
572,BBB,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,46.0,0.0,91.0,TMA,47.0,18.0,1079.0
573,EEE,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,141.0,0.0,84.0,TMA,166.0,28.0,2759.0
574,FFF,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,235.0,0.0,67.0,CMA,241.0,0.0,3208.0
575,FFF,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,237.0,0.0,84.0,CMA,241.0,0.0,3555.0
576,EEE,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,139.0,0.0,63.0,TMA,131.0,28.0,524.0
577,BBB,F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,60,Y,Pass,168.0,0.0,100.0,CMA,166.0,1.0,462.0
578,FFF,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,215.0,0.0,85.0,CMA,236.0,0.0,2073.0
579,DDD,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,53.0,0.0,87.0,TMA,53.0,12.5,1892.0
580,EEE,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,117.0,0.0,85.0,TMA,117.0,28.0,2300.0
581,BBB,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,154.0,0.0,40.0,CMA,152.0,1.0,339.0
582,DDD,M,North Western Region,HE Qualification,90-100%,0-35,0,90,N,Pass,121.0,0.0,92.0,TMA,123.0,20.0,3711.0
583,DDD,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,158.0,0.0,91.0,TMA,158.0,22.0,2226.0
584,FFF,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Pass,51.0,0.0,84.0,TMA,52.0,12.5,1772.0
585,GGG,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,119.0,0.0,64.0,TMA,124.0,0.0,770.0
586,CCC,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,207.0,0.0,63.0,TMA,207.0,22.0,2829.0
587,BBB,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,47.0,0.0,75.0,TMA,47.0,18.0,1450.0
588,CCC,M,North Region,Post Graduate Qualification,30-40%,55<=,0,30,N,Pass,97.0,0.0,91.0,TMA,102.0,22.0,2841.0
589,FFF,M,South East Region,HE Qualification,90-100%,0-35,0,60,N,Pass,233.0,0.0,82.0,CMA,241.0,0.0,2932.0
