n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
455,FFF,M,Ireland,Post Graduate Qualification,10-20,35-55,2,90,Y,259,0.0,53.0,Exam,212,0.0,6376
456,CCC,M,Wales,HE Qualification,90-100%,0-35,1,120,N,213,1.0,66.0,Exam,257,50.0,9609
457,BBB,F,South West Region,Lower Than A Level,40-50%,55<=,2,30,N,255,0.0,78.0,TMA,17,25.0,1524
458,AAA,M,Ireland,HE Qualification,50-60%,55<=,1,120,N,134,0.0,67.0,Exam,174,25.0,3766
459,DDD,M,West Midlands Region,HE Qualification,30-40%,0-35,2,90,N,60,0.0,41.0,CMA,228,50.0,250
460,EEE,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,3,90,Y,87,0.0,53.0,Exam,225,12.5,9736
461,AAA,M,East Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,206,0.0,64.0,Exam,83,25.0,78
462,EEE,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,Y,128,0.0,64.0,TMA,245,50.0,3123
463,CCC,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,3,30,N,2,0.0,95.0,Exam,109,12.5,9089
464,EEE,M,Scotland,Post Graduate Qualification,30-40%,0-35,3,120,Y,241,0.0,44.0,Exam,253,12.5,7064
465,FFF,M,East Anglian Region,No Formal quals,70-80%,35-55,1,90,Y,120,0.0,73.0,CMA,87,28.0,8417
466,DDD,F,Scotland,Lower Than A Level,80-90%,55<=,1,120,N,101,0.0,87.0,TMA,71,12.5,1209
467,GGG,M,East Anglian Region,HE Qualification,10-20,0-35,1,30,Y,37,0.0,99.0,TMA,29,25.0,5153
468,EEE,M,South Region,Post Graduate Qualification,90-100%,55<=,2,90,N,132,0.0,59.0,CMA,171,25.0,4898
469,AAA,M,East Anglian Region,Lower Than A Level,30-40%,55<=,1,30,Y,201,0.0,72.0,Exam,176,50.0,2178
470,FFF,M,East Anglian Region,Post Graduate Qualification,20-30%,55<=,3,90,N,20,0.0,74.0,TMA,138,50.0,7610
471,GGG,M,South East Region,Post Graduate Qualification,50-60%,55<=,0,60,Y,241,0.0,68.0,TMA,193,12.5,8895
472,DDD,F,East Anglian Region,HE Qualification,50-60%,0-35,2,90,N,108,0.0,64.0,Exam,185,0.0,2544
473,GGG,M,Wales,No Formal quals,40-50%,35-55,1,120,N,83,0.0,72.0,Exam,217,28.0,5522
474,FFF,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,2,90,Y,82,0.0,27.0,TMA,163,0.0,2370
475,BBB,F,North Region,No Formal quals,40-50%,0-35,2,30,Y,68,0.0,75.0,Exam,160,12.5,3281
476,BBB,M,Ireland,HE Qualification,20-30%,0-35,1,30,Y,128,0.0,67.0,TMA,12,12.5,4710
477,GGG,M,Yorkshire Region,HE Qualification,60-70%,35-55,2,90,Y,195,0.0,62.0,Exam,88,0.0,328
478,CCC,M,South West Region,HE Qualification,70-80%,55<=,0,120,N,139,0.0,96.0,Exam,41,28.0,5579
479,AAA,M,East Midlands Region,Lower Than A Level,0-10%,55<=,3,60,Y,233,0.0,55.0,CMA,209,0.0,4228
480,AAA,F,London Region,No Formal quals,60-70%,55<=,3,120,N,22,0.0,59.0,Exam,228,50.0,6794
481,GGG,M,North Region,No Formal quals,70-80%,35-55,0,60,Y,152,0.0,95.0,CMA,250,25.0,120
482,EEE,M,South Region,Post Graduate Qualification,70-80%,55<=,2,30,N,60,0.0,53.0,Exam,207,50.0,6749
483,EEE,M,South Region,Post Graduate Qualification,20-30%,35-55,1,120,N,51,1.0,57.0,TMA,139,25.0,964
484,AAA,M,North Western Region,Post Graduate Qualification,10-20,55<=,2,60,N,152,0.0,63.0,TMA,33,12.5,4224
485,AAA,M,East Anglian Region,HE Qualification,20-30%,55<=,0,90,N,236,0.0,78.0,Exam,17,28.0,3675
486,BBB,M,East Midlands Region,No Formal quals,70-80%,0-35,2,30,Y,31,0.0,68.0,Exam,56,0.0,5694
487,CCC,F,West Midlands Region,HE Qualification,30-40%,35-55,3,90,Y,54,0.0,46.0,TMA,111,28.0,2076
488,FFF,F,South East Region,Lower Than A Level,60-70%,0-35,2,30,N,35,0.0,57.0,Exam,4,0.0,6865
489,EEE,M,Scotland,Post Graduate Qualification,20-30%,0-35,0,120,Y,109,0.0,56.0,CMA,181,50.0,5643
490,AAA,M,London Region,HE Qualification,10-20,0-35,3,120,Y,176,0.0,64.0,CMA,12,50.0,8524
491,BBB,M,South Region,HE Qualification,90-100%,35-55,2,30,N,96,0.0,71.0,CMA,258,0.0,5249
492,DDD,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,2,30,Y,212,0.0,71.0,CMA,89,28.0,1316
493,BBB,M,South Region,A Level or Equivalent,70-80%,55<=,3,30,Y,136,1.0,38.0,CMA,103,0.0,1196
494,EEE,F,South West Region,No Formal quals,0-10%,0-35,1,120,Y,5,0.0,81.0,Exam,185,12.5,3170
495,EEE,M,Ireland,A Level or Equivalent,90-100%,55<=,3,60,N,108,1.0,69.0,Exam,249,50.0,9621
496,BBB,M,South Region,Post Graduate Qualification,50-60%,0-35,1,90,Y,34,0.0,86.0,CMA,254,12.5,355
497,FFF,M,South West Region,HE Qualification,80-90%,35-55,0,90,N,38,0.0,72.0,Exam,75,50.0,9718
498,GGG,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,120,Y,149,0.0,82.0,Exam,107,50.0,28
499,EEE,F,East Midlands Region,Lower Than A Level,0-10%,35-55,3,90,Y,117,0.0,72.0,CMA,155,25.0,1013
500,BBB,F,South East Region,No Formal quals,80-90%,0-35,3,30,Y,260,0.0,85.0,Exam,81,12.5,9019
