n_student,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_submitted,is_banked,score,assessment_type,date,weight,sum_click
190,CCC,F,South East Region,Post Graduate Qualification,0-10%,0-35,1,120,N,120,0.0,84.0,CMA,111,25.0,8541
497,DDD,M,South West Region,HE Qualification,10-20,0-35,2,60,Y,63,0.0,46.0,Exam,75,0.0,1290
188,AAA,M,South Region,Lower Than A Level,40-50%,35-55,1,120,N,188,0.0,92.0,Exam,106,12.5,1912
170,GGG,M,North Region,Post Graduate Qualification,30-40%,35-55,0,90,N,100,0.0,81.0,CMA,83,12.5,3673
59,CCC,F,North Western Region,Lower Than A Level,40-50%,55<=,1,120,Y,191,0.0,85.0,TMA,66,28.0,1214
49,AAA,F,Scotland,No Formal quals,80-90%,55<=,1,90,Y,96,0.0,70.0,TMA,217,28.0,8716
345,CCC,F,North Region,No Formal quals,40-50%,35-55,0,120,N,136,0.0,79.0,CMA,105,50.0,3798
236,BBB,M,Yorkshire Region,Post Graduate Qualification,30-40%,55<=,1,90,N,197,0.0,78.0,Exam,240,28.0,3015
253,DDD,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,98,0.0,73.0,Exam,48,28.0,3940
22,CCC,M,Yorkshire Region,HE Qualification,30-40%,35-55,1,90,N,58,0.0,68.0,TMA,32,50.0,8540
314,CCC,M,South Region,HE Qualification,60-70%,35-55,1,60,N,137,0.0,86.0,Exam,200,50.0,7627
460,AAA,M,South East Region,Lower Than A Level,60-70%,0-35,3,30,N,6,0.0,46.0,TMA,67,12.5,673
161,AAA,M,East Anglian Region,HE Qualification,40-50%,0-35,0,90,N,50,0.0,82.0,CMA,68,25.0,5588
277,AAA,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,246,0.0,74.0,CMA,188,12.5,8340
444,FFF,M,North Region,Lower Than A Level,30-40%,55<=,4,60,Y,67,0.0,34.0,CMA,27,12.5,1284
192,EEE,F,West Midlands Region,Lower Than A Level,80-90%,35-55,1,120,N,88,0.0,73.0,Exam,238,25.0,9866
386,AAA,M,Scotland,No Formal quals,70-80%,0-35,0,120,N,187,0.0,81.0,Exam,144,25.0,6171
294,GGG,M,South East Region,Post Graduate Qualification,60-70%,55<=,0,60,N,132,0.0,64.0,TMA,40,50.0,8392
414,GGG,M,Yorkshire Region,No Formal quals,40-50%,0-35,4,60,N,37,0.0,17.0,Exam,20,12.5,483
344,EEE,M,South East Region,A Level or Equivalent,10-20,55<=,1,120,N,96,0.0,68.0,CMA,170,25.0,4454
258,BBB,F,London Region,Post Graduate Qualification,90-100%,55<=,0,120,Y,64,0.0,81.0,CMA,175,50.0,2656
309,DDD,F,North Western Region,Post Graduate Qualification,80-90%,35-55,0,60,N,52,0.0,68.0,Exam,114,12.5,8450
150,FFF,F,South West Region,HE Qualification,10-20,0-35,0,120,N,150,0.0,60.0,CMA,82,12.5,6298
131,AAA,M,East Midlands Region,HE Qualification,90-100%,55<=,0,90,N,61,0.0,65.0,Exam,38,25.0,6590
152,AAA,F,North Western Region,A Level or Equivalent,70-80%,35-55,0,90,N,249,0.0,73.0,TMA,129,25.0,8771
360,CCC,M,South Region,HE Qualification,0-10%,35-55,0,90,N,178,0.0,84.0,Exam,81,28.0,7583
100,FFF,F,East Midlands Region,A Level or Equivalent,80-90%,55<=,1,90,N,137,0.0,69.0,CMA,110,25.0,6491
373,AAA,M,South East Region,Lower Than A Level,80-90%,35-55,1,60,N,203,0.0,76.0,TMA,110,28.0,5147
88,GGG,M,North Region,Post Graduate Qualification,10-20,35-55,0,60,N,74,0.0,60.0,CMA,243,25.0,2384
459,BBB,M,West Midlands Region,HE Qualification,80-90%,55<=,2,60,Y,8,0.0,22.0,Exam,62,0.0,1361
331,CCC,F,Ireland,A Level or Equivalent,0-10%,35-55,0,120,N,72,0.0,72.0,CMA,141,50.0,8182
215,BBB,M,South East Region,A Level or Equivalent,50-60%,35-55,1,120,N,198,0.0,73.0,CMA,185,28.0,6448
467,DDD,F,London Region,Lower Than A Level,40-50%,55<=,4,30,Y,33,0.0,32.0,CMA,30,0.0,175
122,AAA,F,South Region,No Formal quals,90-100%,0-35,0,60,N,204,0.0,94.0,CMA,219,12.5,6672
500,DDD,F,Ireland,HE Qualification,10-20,35-55,3,60,Y,55,0.0,34.0,TMA,59,12.5,1285
21,DDD,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,164,0.0,69.0,CMA,42,28.0,3363
189,FFF,F,South Region,No Formal quals,70-80%,35-55,1,90,N,233,0.0,94.0,CMA,77,50.0,5242
72,GGG,F,Ireland,Lower Than A Level,70-80%,35-55,0,90,N,50,0.0,72.0,TMA,52,25.0,6150
107,FFF,M,East Anglian Region,Post Graduate Qualification,80-90%,55<=,1,60,N,64,0.0,72.0,CMA,161,25.0,7813
271,FFF,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,156,0.0,85.0,TMA,207,28.0,4835
349,CCC,F,Wales,Lower Than A Level,40-50%,55<=,1,120,N,51,0.0,60.0,CMA,53,12.5,2485
436,CCC,M,South East Region,Post Graduate Qualification,40-50%,0-35,3,60,N,17,0.0,50.0,TMA,45,0.0,1226
103,FFF,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,104,0.0,78.0,CMA,247,12.5,5886
